buildupArea_sqft,bathrooms,bhk,flat_price,location1,age_of_property,furnishing,bedrooms,balcony,parking
750,2,2 BHK Flat,1.55,Vikhroli East,recent construction,Semi Furnished,2,0,yes
565,2,1 BHK Flat,0.27,Nalasopara West,recent construction,Semi Furnished,1,2,yes
1000,2,2 BHK Flat,1.7,Chembur,recent construction,Unfurnished,2,2,yes
1050,3,3 BHK Flat,2.8,Andheri East,recent construction,Semi Furnished,3,0,yes
900,2,2 BHK Flat,2.25,Dahisar West,modern property,Fully Furnished,2,0,yes
595,1,1 BHK Flat,0.3,Nalasopara West,recent construction,Semi Furnished,1,2,yes
850,2,2 BHK Flat,1.25,Kurla East,recent construction,Unfurnished,2,0,yes
1150,2,2 BHK Flat,1.1,Mira Road East,new construction,Semi Furnished,2,3,yes
650,2,2 BHK Flat,0.38,Virar West,recent construction,Semi Furnished,2,3,no
879,2,2 BHK Flat,1.59,Malad West,recent construction,Semi Furnished,2,1,yes
730,2,1 BHK Flat,0.63,Mira Road East,new construction,Semi Furnished,1,3,no
610,2,1 BHK Flat,0.99,Borivali West,modern property,Unfurnished,1,0,yes
1430,3,3 BHK Flat,3.75,Chembur,new construction,Unfurnished,3,0,yes
1450,3,3 BHK Flat,8.5,Lower Parel,recent construction,Unfurnished,3,1,yes
1500,2,3 BHK Flat,2.3,Malad West,recent construction,Unfurnished,3,3,no
750,2,2 BHK Flat,1.68,Kandivali West,recent construction,Semi Furnished,2,0,yes
844,2,2 BHK Flat,2.1,Mulund West,new construction,Unfurnished,2,1,yes
850,1,2 BHK Flat,0.53,Naigaon East,new construction,Unfurnished,2,3,yes
1200,3,3 BHK Flat,3.25,Andheri East,old propert,Unfurnished,3,0,yes
588,1,2 BHK Flat,1.5,Wadala,recent construction,Semi Furnished,2,0,yes
490,1,1 BHK Flat,1,Wadala East,modern property,Unfurnished,1,0,no
890,3,3 BHK Flat,0.79,Virar West,recent construction,Fully Furnished,3,4,no
960,2,2 BHK Flat,2.75,Powai,modern property,Semi Furnished,2,0,yes
1750,3,3 BHK Flat,13.5,Malabar Hill,mid age property,Semi Furnished,3,0,yes
900,3,2 BHK Flat,1.75,Borivali West,new construction,Unfurnished,2,0,yes
1560,2,3 BHK Flat,4.5,Mulund West,new construction,Unfurnished,3,1,yes
1060,3,3 BHK Flat,1.26,Mira Road East,recent construction,Unfurnished,3,3,yes
1400,3,3 BHK Flat,6,Khar West,modern property,Unfurnished,3,2,yes
1295,3,3 BHK Flat,5.35,Powai,modern property,Semi Furnished,3,0,yes
1200,2,3 BHK Flat,6.75,Worli,new construction,Fully Furnished,3,0,yes
1600,3,3 BHK Flat,4.15,Bhandup West,recent construction,Semi Furnished,3,1,yes
850,2,2 BHK Flat,2.1,Borivali West,new construction,Unfurnished,2,0,yes
2200,3,4 BHK Flat,10,Powai,recent construction,Fully Furnished,4,0,yes
950,2,3 BHK Flat,2.25,Kanjurmarg West,recent construction,Semi Furnished,3,0,yes
2000,3,3 BHK Flat,6.9,Powai,new construction,Unfurnished,3,1,yes
1800,3,3 BHK Flat,10.5,Cumballa Hill,recent construction,Fully Furnished,3,2,yes
540,1,1 BHK Flat,1.05,Chembur,recent construction,Unfurnished,1,0,yes
800,2,2 BHK Flat,1.72,Bhandup West,recent construction,Semi Furnished,2,0,yes
1450,2,3 BHK Flat,2.7,Chembur,new construction,Semi Furnished,3,0,yes
900,2,2 BHK Flat,2.4,Kandivali West,new construction,Unfurnished,2,0,yes
700,2,1 BHK Flat,1.3,Kandivali East,new construction,Unfurnished,1,0,yes
900,2,2 BHK Flat,2.25,Andheri East,new construction,Unfurnished,2,0,yes
997,2,2 BHK Flat,1,Mira Road East,new construction,Unfurnished,2,4,yes
1200,4,3 BHK Flat,2.5,Dahisar West,recent construction,Semi Furnished,3,0,yes
1000,2,2 BHK Flat,1.43,Borivali West,recent construction,Semi Furnished,2,1,yes
480,2,1 BHK Flat,1.3,Andheri East,mid age property,Unfurnished,1,0,yes
850,2,2 BHK Flat,2,Malad East,recent construction,Semi Furnished,2,0,yes
1185,2,2 BHK Flat,1.2,Mira Road East,new construction,Semi Furnished,2,3,yes
1100,2,2 BHK Flat,2.08,Chembur,recent construction,Unfurnished,2,0,yes
650,2,1 BHK Flat,0.69,Mira Road East,recent construction,Semi Furnished,1,3,yes
950,3,3 BHK Flat,1.75,Mulund West,recent construction,Unfurnished,3,0,yes
756,2,2 BHK Flat,0.88,Mira Road East,new construction,Semi Furnished,2,3,yes
565,2,1 BHK Flat,1.55,Powai,recent construction,Unfurnished,1,0,yes
1459,3,3 BHK Flat,2.84,Chembur,recent construction,Unfurnished,3,1,yes
850,2,2 BHK Flat,2.17,Goregaon East,recent construction,Fully Furnished,2,0,yes
1900,4,3 BHK Flat,5.1,Lower Parel,new construction,Semi Furnished,3,0,yes
1500,4,4 BHK Flat,3.15,Andheri West,modern property,Unfurnished,4,0,yes
2300,3,3 BHK Flat,10.75,Parel,recent construction,Fully Furnished,3,1,yes
865,2,2 BHK Flat,0.45,Boisar,modern property,Semi Furnished,2,1,yes
600,1,1 BHK Flat,1.4,Powai,new construction,Semi Furnished,1,0,yes
1250,3,3 BHK Flat,3.85,Andheri West,modern property,Fully Furnished,3,0,yes
600,2,1 BHK Flat,1.65,Santacruz East,recent construction,Unfurnished,1,0,yes
550,2,1 BHK Flat,1.05,Chembur,recent construction,Unfurnished,1,0,no
511,1,1 BHK Flat,1.7,Sion,recent construction,Unfurnished,1,1,yes
900,2,2 BHK Flat,1.05,Thane West,new construction,Unfurnished,2,2,yes
600,1,1 BHK Flat,1.45,Powai,recent construction,Unfurnished,1,0,yes
1150,1,2 BHK Flat,2.8,Govandi,recent construction,Fully Furnished,2,0,yes
750,3,2 BHK Flat,0.4,Virar West,recent construction,Semi Furnished,2,0,yes
850,2,2 BHK Flat,1.58,Dahisar West,modern property,Semi Furnished,2,0,yes
594,2,1 BHK Flat,0.98,Mira Road East,new construction,Unfurnished,1,1,yes
650,1,1 BHK Flat,1.2,Chembur,recent construction,Semi Furnished,1,0,yes
890,2,2 BHK Flat,2.68,Powai,recent construction,Semi Furnished,2,0,yes
1900,3,3 BHK Flat,7.35,Santacruz West,new construction,Semi Furnished,3,1,yes
1800,3,4 BHK Flat,10,Worli,modern property,Semi Furnished,4,0,yes
1750,1,3 BHK Flat,9.25,Cuffe Parade,mid age property,Semi Furnished,3,0,yes
1450,3,3 BHK Flat,3.2,Mulund West,new construction,Semi Furnished,3,0,yes
1020,3,3 BHK Flat,2.1,Chembur,recent construction,Semi Furnished,3,0,yes
1100,1,3 BHK Flat,4.5,Santacruz West,modern property,Semi Furnished,3,0,yes
830,2,2 BHK Flat,2,Borivali West,new construction,Unfurnished,2,0,yes
1690,3,3 BHK Flat,7.25,Andheri West,recent construction,Unfurnished,3,2,yes
866,2,1 BHK Flat,2,Mumbai Central,mid age property,Semi Furnished,1,0,yes
1200,2,3 BHK Flat,4.5,Andheri West,modern property,Semi Furnished,3,1,yes
1590,3,3 BHK Flat,4.7,Borivali East,new construction,Semi Furnished,3,1,yes
610,1,1 BHK Flat,1.65,Sion,recent construction,Semi Furnished,1,2,yes
1300,3,3 BHK Flat,1.32,Mira Road East,modern property,Unfurnished,2,0,yes
1370,2,3 BHK Flat,3.25,Powai,recent construction,Semi Furnished,3,1,yes
1000,2,2 BHK Flat,2.15,Chembur,new construction,Semi Furnished,2,0,yes
740,2,1 BHK Flat,0.69,Mira Road East,new construction,Unfurnished,1,3,yes
600,2,1 BHK Flat,1.01,Kandivali East,new construction,Unfurnished,1,0,yes
850,1,2 BHK Flat,1.2,Mulund West,recent construction,Unfurnished,2,0,yes
650,2,1 BHK Flat,0.29,Virar West,new construction,Unfurnished,1,3,yes
1060,2,2 BHK Flat,1.7,Borivali West,recent construction,Semi Furnished,2,0,yes
3000,3,4 BHK Flat,8.5,Powai,recent construction,Semi Furnished,4,1,yes
1100,3,3 BHK Flat,5.25,Santacruz West,recent construction,Semi Furnished,3,0,yes
635,1,1 BHK Flat,0.31,Virar West,recent construction,Semi Furnished,1,3,yes
615,2,1 BHK Flat,1.6,Powai,new construction,Semi Furnished,1,0,yes
553,2,2 BHK Flat,1.4,Kurla East,recent construction,Unfurnished,2,0,no
1150,3,2 BHK Flat,2.8,Malad West,new construction,Semi Furnished,2,1,yes
1350,3,3 BHK Flat,2.5,Mulund West,new construction,Semi Furnished,3,0,yes
2400,4,4 BHK Flat,8.5,Andheri West,modern property,Semi Furnished,4,3,yes
450,2,1 BHK Flat,0.43,Virar West,recent construction,Semi Furnished,1,1,no
2200,1,3 BHK Flat,9.25,Mahalakshmi,new construction,Semi Furnished,3,0,yes
650,2,2 BHK Flat,1.15,Bhandup West,recent construction,Semi Furnished,2,0,yes
720,2,2 BHK Flat,1.71,Ghatkopar West,mid age property,Semi Furnished,2,0,yes
945,1,2 BHK Flat,1.7,Mulund West,recent construction,Fully Furnished,2,0,yes
1507,2,3 BHK Flat,3.5,Sion,recent construction,Semi Furnished,3,2,yes
715,2,2 BHK Flat,1.75,Andheri East,new construction,Unfurnished,2,0,yes
953,2,2 BHK Flat,1.59,Dahisar East,new construction,Semi Furnished,2,2,yes
1000,2,2 BHK Flat,6.25,Colaba,modern property,Semi Furnished,2,0,yes
1200,1,2 BHK Flat,2.8,Powai,new construction,Unfurnished,2,0,yes
660,2,2 BHK Flat,1.7,Wadala,new construction,Unfurnished,2,0,no
1564,3,3 BHK Flat,3.5,Kandivali East,recent construction,Semi Furnished,3,0,yes
625,1,1 BHK Flat,0.33,Naigaon East,recent construction,Semi Furnished,1,0,yes
1200,3,3 BHK Flat,2.3,Mulund West,new construction,Unfurnished,3,0,yes
1050,3,3 BHK Flat,2.85,Borivali West,new construction,Semi Furnished,3,0,yes
610,2,1 BHK Flat,0.34,Naigaon East,new construction,Semi Furnished,1,2,yes
800,2,2 BHK Flat,1.5,Chembur,recent construction,Unfurnished,2,0,no
1900,4,3 BHK Flat,5.15,Lower Parel,new construction,Semi Furnished,3,0,yes
530,3,1 BHK Flat,0.25,Naigaon East,recent construction,Unfurnished,1,0,yes
875,2,2 BHK Flat,0.32,Vasai East,modern property,Semi Furnished,2,0,yes
600,3,3 BHK Flat,2.1,Matunga East,new construction,Unfurnished,3,0,yes
485,1,1 BHK Flat,0.29,Virar West,modern property,Semi Furnished,1,2,yes
650,2,1 BHK Flat,1.1,Borivali West,recent construction,Semi Furnished,1,0,yes
945,2,2 BHK Flat,1.85,Borivali East,modern property,Fully Furnished,2,0,yes
1100,3,3 BHK Flat,2.7,Sion,recent construction,Semi Furnished,3,0,yes
3100,5,5 BHK Flat,10.25,Bandra West,recent construction,Semi Furnished,5,0,yes
650,2,1 BHK Flat,1.25,Kandivali East,recent construction,Unfurnished,1,0,yes
390,2,1 BHK Flat,1.1,Goregaon East,recent construction,Unfurnished,1,0,yes
500,2,1 BHK Flat,0.88,Vikhroli East,new construction,Unfurnished,1,0,yes
850,3,3 BHK Flat,2.18,Borivali East,modern property,Unfurnished,3,0,yes
650,2,1 BHK Flat,0.99,Mulund West,modern property,Semi Furnished,1,1,yes
550,1,1 BHK Flat,0.98,Bhandup West,modern property,Semi Furnished,1,0,yes
1820,2,3 BHK Flat,6.5,Goregaon East,recent construction,Semi Furnished,3,0,yes
600,2,1 BHK Flat,1.55,Borivali West,recent construction,Unfurnished,1,0,yes
1050,2,2 BHK Flat,3.75,Bandra West,modern property,Fully Furnished,2,0,yes
955,2,2 BHK Flat,1.93,Wadala East,modern property,Semi Furnished,2,0,yes
694,2,1 BHK Flat,0.67,Mira Road East,recent construction,Semi Furnished,1,1,yes
864,2,2 BHK Flat,2.12,Goregaon East,new construction,Unfurnished,2,0,yes
400,2,1 BHK Flat,0.65,Jogeshwari East,new construction,Unfurnished,1,0,yes
850,2,2 BHK Flat,1.65,Borivali West,modern property,Unfurnished,2,0,yes
490,1,1 BHK Flat,0.28,Nalasopara West,recent construction,Semi Furnished,1,2,yes
660,2,1 BHK Flat,1.1,Ghatkopar East,new construction,Unfurnished,1,0,no
1500,2,3 BHK Flat,3.05,Powai,recent construction,Unfurnished,3,2,yes
950,2,2 BHK Flat,2,Chembur,recent construction,Fully Furnished,2,0,yes
1100,1,2 BHK Flat,3.72,Colaba,modern property,Semi Furnished,2,0,yes
400,2,1 BHK Flat,0.3,Virar West,recent construction,Unfurnished,1,1,no
1700,3,3 BHK Flat,4.95,Andheri West,modern property,Semi Furnished,3,0,yes
650,1,1 BHK Flat,0.38,Virar West,recent construction,Semi Furnished,1,2,yes
511,2,1 BHK Flat,1.45,Ghatkopar East,new construction,Semi Furnished,1,0,yes
720,2,1 BHK Flat,0.74,Mira Road East,recent construction,Semi Furnished,1,2,yes
1330,3,3 BHK Flat,1,Virar West,recent construction,Unfurnished,3,3,yes
695,2,1 BHK Flat,0.68,Mira Road East,recent construction,Semi Furnished,1,2,yes
460,1,1 BHK Flat,1.15,Wadala East,new construction,Unfurnished,1,0,yes
970,2,2 BHK Flat,2.8,Andheri East,new construction,Unfurnished,2,3,yes
1060,2,2 BHK Flat,1.29,Mira Road East,recent construction,Semi Furnished,2,4,yes
900,1,2 BHK Flat,1.35,Mulund West,mid age property,Semi Furnished,2,0,yes
1020,2,2 BHK Flat,2.25,Govandi,recent construction,Semi Furnished,2,1,yes
1050,2,2 BHK Flat,1.95,Andheri East,recent construction,Unfurnished,2,0,yes
615,2,1 BHK Flat,1,Kandivali East,modern property,Unfurnished,1,1,yes
625,2,1 BHK Flat,0.9,Kandivali East,new construction,Semi Furnished,1,0,yes
600,2,1 BHK Flat,1.1,Kandivali West,recent construction,Fully Furnished,1,0,yes
1305,2,2 BHK Flat,2.5,Chembur,recent construction,Unfurnished,2,3,yes
450,2,1 BHK Flat,0.82,Vikhroli East,new construction,Semi Furnished,1,0,no
1367,3,3 BHK Flat,4,Borivali East,new construction,Semi Furnished,3,0,yes
2500,3,4 BHK Flat,7.25,Andheri West,modern property,Fully Furnished,4,0,yes
2150,4,4 BHK Flat,8,Worli,new construction,Unfurnished,4,0,yes
600,2,1 BHK Flat,1.2,Borivali West,new construction,Unfurnished,1,0,yes
1150,3,3 BHK Flat,2.85,Kandivali East,modern property,Fully Furnished,3,0,yes
690,2,2 BHK Flat,1.48,Dahisar East,new construction,Unfurnished,2,0,no
650,1,1 BHK Flat,1.18,Borivali East,recent construction,Semi Furnished,1,0,yes
558,1,1 BHK Flat,0.6,Mira Road East,modern property,Semi Furnished,1,1,yes
650,2,1 BHK Flat,0.39,Vasai East,recent construction,Semi Furnished,1,2,yes
900,2,2 BHK Flat,1.65,Bhandup West,recent construction,Semi Furnished,2,0,yes
450,2,1 BHK Flat,1.4,Borivali West,new construction,Semi Furnished,1,0,no
1300,3,3 BHK Flat,6.25,Matunga West,recent construction,Semi Furnished,3,0,yes
1800,3,4 BHK Flat,3,Andheri West,modern property,Unfurnished,4,0,yes
995,2,2 BHK Flat,0.42,Virar West,new construction,Semi Furnished,2,3,yes
1475,2,3 BHK Flat,2.35,Bhandup West,recent construction,Semi Furnished,3,1,yes
1100,2,2 BHK Flat,0.82,Vasai West,modern property,Semi Furnished,2,0,yes
1690,2,3 BHK Flat,6.5,Goregaon East,recent construction,Semi Furnished,3,0,yes
1025,2,2 BHK Flat,2,Borivali West,new construction,Unfurnished,2,0,yes
1050,2,2 BHK Flat,1.82,Bhandup West,recent construction,Semi Furnished,2,1,yes
928,2,2 BHK Flat,0.42,Virar West,new construction,Semi Furnished,2,3,yes
1350,3,3 BHK Flat,4.6,Borivali East,new construction,Semi Furnished,3,0,yes
1050,1,3 BHK Flat,4.25,Andheri West,recent construction,Fully Furnished,3,0,yes
1100,2,2 BHK Flat,1.25,Malad West,recent construction,Unfurnished,2,1,no
650,1,1 BHK Flat,1.7,Andheri West,modern property,Unfurnished,1,0,yes
1162,3,3 BHK Flat,3.85,Kandivali East,recent construction,Semi Furnished,3,4,yes
1250,3,3 BHK Flat,3,Mulund West,new construction,Unfurnished,3,0,yes
610,1,1 BHK Flat,0.36,Naigaon East,new construction,Unfurnished,1,2,yes
1800,3,3 BHK Flat,3.4,Goregaon East,recent construction,Semi Furnished,3,3,yes
640,2,1 BHK Flat,0.29,Virar West,recent construction,Semi Furnished,1,1,yes
1350,3,3 BHK Flat,3.3,Kandivali East,modern property,Semi Furnished,3,1,yes
900,2,2 BHK Flat,3.25,Prabhadevi,modern property,Semi Furnished,2,0,yes
1200,2,3 BHK Flat,2,Andheri West,recent construction,Semi Furnished,3,0,yes
520,1,1 BHK Flat,0.98,Mulund West,mid age property,Semi Furnished,1,0,yes
2990,5,4 BHK Flat,16.46,Agripada,recent construction,Semi Furnished,4,0,yes
750,2,1 BHK Flat,0.68,Mira Road East,recent construction,Semi Furnished,1,2,yes
726,1,1 BHK Flat,1.4,Byculla,recent construction,Unfurnished,1,0,yes
1200,3,3 BHK Flat,2.25,Borivali West,new construction,Unfurnished,3,0,yes
600,2,1 BHK Flat,1.4,Goregaon West,recent construction,Fully Furnished,1,0,yes
950,3,3 BHK Flat,2.13,Malad West,recent construction,Semi Furnished,3,2,yes
1325,3,3 BHK Flat,4.15,Borivali East,recent construction,Semi Furnished,3,3,yes
925,2,2 BHK Flat,2.25,Borivali West,recent construction,Fully Furnished,2,2,yes
750,1,1 BHK Flat,0.28,Virar West,recent construction,Semi Furnished,1,1,yes
750,2,2 BHK Flat,1.65,Kandivali East,modern property,Semi Furnished,2,0,yes
1150,1,3 BHK Flat,3.9,Andheri West,mid age property,Unfurnished,3,0,yes
1758,4,4 BHK Flat,5.25,Kandivali East,new construction,Unfurnished,4,1,yes
2000,4,5 BHK Flat,1.88,Mira Road East,modern property,Fully Furnished,5,4,yes
1215,2,2 BHK Flat,2.81,Borivali East,recent construction,Unfurnished,2,3,yes
975,2,2 BHK Flat,1.92,Powai,recent construction,Unfurnished,2,1,yes
1500,1,3 BHK Flat,3.99,Bhandup West,recent construction,Semi Furnished,3,0,yes
490,2,1 BHK Flat,1,Malad West,recent construction,Unfurnished,1,0,yes
600,1,1 BHK Flat,0.95,Bhandup West,new construction,Semi Furnished,1,0,yes
1120,3,3 BHK Flat,3.6,Chembur,recent construction,Unfurnished,3,0,yes
550,2,1 BHK Flat,1.15,Borivali East,modern property,Fully Furnished,1,0,yes
1300,3,3 BHK Flat,5.55,Lower Parel,modern property,Fully Furnished,3,2,yes
1820,1,3 BHK Flat,5.75,Mazgaon,recent construction,Semi Furnished,3,0,yes
1050,2,2 BHK Flat,1.5,Kurla West,modern property,Semi Furnished,2,0,no
1335,2,2 BHK Flat,6.25,Parel,modern property,Semi Furnished,2,0,yes
1335,2,3 BHK Flat,5,Powai,modern property,Semi Furnished,3,0,yes
950,2,2 BHK Flat,1.7,Malad East,new construction,Semi Furnished,2,1,yes
2600,4,3 BHK Flat,12.6,Santacruz West,recent construction,Semi Furnished,3,4,yes
2750,3,4 BHK Flat,12.5,Prabhadevi,mid age property,Semi Furnished,4,0,yes
3500,5,3 BHK Flat,6.81,Parel,new construction,Semi Furnished,3,4,yes
965,2,2 BHK Flat,2.65,Santacruz East,recent construction,Semi Furnished,2,0,yes
750,2,2 BHK Flat,0.58,Naigaon East,recent construction,Unfurnished,2,3,yes
1600,3,3 BHK Flat,3.6,Kandivali East,new construction,Unfurnished,3,0,yes
600,1,1 BHK Flat,0.93,Bhandup West,new construction,Semi Furnished,1,0,yes
1800,3,3 BHK Flat,5,Vile Parle East,modern property,Fully Furnished,3,0,yes
600,2,1 BHK Flat,1.25,Kandivali West,recent construction,Semi Furnished,1,0,yes
648,2,2 BHK Flat,1.75,Ghatkopar East,new construction,Semi Furnished,2,0,yes
700,2,2 BHK Flat,2.3,Kandivali East,new construction,Semi Furnished,2,0,yes
580,2,1 BHK Flat,1.35,Borivali West,new construction,Unfurnished,1,1,yes
1250,3,3 BHK Flat,4.3,Matunga East,recent construction,Semi Furnished,3,0,yes
800,2,2 BHK Flat,2,Borivali West,new construction,Semi Furnished,2,0,yes
1340,3,3 BHK Flat,2.95,Powai,modern property,Unfurnished,3,1,yes
950,2,2 BHK Flat,1.6,Chembur,new construction,Semi Furnished,2,0,no
430,2,1 BHK Flat,0.68,Dahisar East,mid age property,Unfurnished,1,0,yes
700,2,1 BHK Flat,1.12,Borivali West,recent construction,Fully Furnished,1,0,no
591,2,1 BHK Flat,1.4,Chembur,recent construction,Fully Furnished,1,0,yes
900,2,2 BHK Flat,1.6,Kandivali East,modern property,Semi Furnished,2,0,yes
1550,3,3 BHK Flat,2.48,Bhandup West,recent construction,Unfurnished,3,0,yes
675,3,2 BHK Flat,3.5,Dadar West,recent construction,Semi Furnished,2,2,yes
1500,3,3 BHK Flat,2.7,Andheri West,recent construction,Semi Furnished,3,0,yes
1788,3,3 BHK Flat,4.49,Vikhroli East,recent construction,Semi Furnished,3,1,yes
800,2,2 BHK Flat,2.78,Powai,recent construction,Semi Furnished,2,0,yes
1200,1,3 BHK Flat,4.3,Goregaon East,recent construction,Fully Furnished,2,0,yes
1750,3,3 BHK Flat,4.6,Parel,recent construction,Unfurnished,3,0,yes
600,1,1 BHK Flat,1.4,Borivali West,recent construction,Unfurnished,1,1,yes
1050,3,3 BHK Flat,2.75,Bhandup West,recent construction,Unfurnished,3,0,yes
1300,3,3 BHK Flat,7,Prabhadevi,mid age property,Semi Furnished,3,0,yes
630,2,2 BHK Flat,1.55,Chembur,recent construction,Fully Furnished,2,0,yes
700,2,1 BHK Flat,0.7,Mira Road East,recent construction,Unfurnished,1,3,yes
1300,3,3 BHK Flat,4.3,Goregaon East,recent construction,Semi Furnished,3,3,yes
570,2,1 BHK Flat,1.5,Goregaon East,new construction,Unfurnished,1,0,yes
1050,2,2 BHK Flat,1.72,Kanjurmarg West,recent construction,Semi Furnished,2,0,yes
1665,2,3 BHK Flat,9.5,Worli,modern property,Semi Furnished,3,0,yes
1235,2,3 BHK Flat,3.15,Kandivali East,modern property,Unfurnished,3,1,yes
650,2,1 BHK Flat,0.62,Mira Road East,recent construction,Unfurnished,1,3,yes
850,2,2 BHK Flat,1.64,Chembur,recent construction,Unfurnished,2,0,yes
990,2,2 BHK Flat,1.28,Mira Road East,recent construction,Semi Furnished,2,3,yes
674,2,2 BHK Flat,1.47,Borivali East,new construction,Unfurnished,2,0,yes
1250,3,3 BHK Flat,1.95,Dahisar East,recent construction,Unfurnished,3,0,yes
1080,3,3 BHK Flat,3.25,Govandi,recent construction,Unfurnished,3,0,yes
1200,2,2 BHK Flat,3,Andheri West,recent construction,Unfurnished,2,0,yes
1850,3,3 BHK Flat,5,Goregaon East,recent construction,Semi Furnished,3,1,yes
650,1,1 BHK Flat,1.1,Kandivali West,modern property,Semi Furnished,1,0,yes
1535,3,3 BHK Flat,3,Andheri East,new construction,Fully Furnished,3,1,yes
400,1,1 BHK Flat,1.7,Matunga West,modern property,Semi Furnished,1,0,yes
800,2,2 BHK Flat,2.77,Powai,recent construction,Semi Furnished,2,0,yes
950,2,2 BHK Flat,2.2,Santacruz East,new construction,Unfurnished,2,0,yes
